EntryID,SenseID,EngDesc,SpaDesc,ZapDesc,AssociatedTaxa,SpecimenImagesByTaxa
E0584,S0442,Guava.,Guayaba.,"Cuananaxhidi' nabidola gani, naquichi ga xpeelani ne naguidxi ca xpiidxini. Nabé rinda' naxhini, nácabe xho'ni riladxi cucaracha, nuu binni rucuí xpiituni ne rugue'ni xcuidi ora napa yubandaani'. Cadi ti buí'si nuu, gadxe gadxecani, nuuni la? Nabiuxeni, nganga ni rabicabe buí' huala'dxi', ne nuuni la? Má nambooloni, rului'ni ti pera, ngue runi rabicabeni buí' pera, ne nuuni la? Dede naxiña' xpeelani.",,
E1103,S0443,"This term is used for at least two species of shrubs that reach a height of 1.5 meters. The first is <Pseuderanthemum carruthersii>, which belongs to the Acanthaceae family. This species is cultivated and has a white flower with a fuchsia center. The second is <Arachnothryx leucophylla> of the Rubiaceae family. This species has fuchsia flowers and is often found along streams in the wild.","Con este término se denomina a por lo menos dos especies de arbustos que alcanzan una altura de un metro y medio. La primera es <Pseuderanthemum carruthersii> de la familia Acanthaceae, especie cultivada cuyas flores son blancas con el centro color fucsia. La segunda es <Arachnothryx leucophylla> de la familia Rubiaceae. Tiene flores color fucsia y es común hallarla en arroyos en el campo.","Laani nga ti yaga bandaga risoo bia' ti metru garonda', rudiini ti guie' naquichi' napa ladxido' ti naxiñà' duxhu', rinda' xhaatani huaxhinni, nganga runi que riná binni guzuhuaani ra lidxi.",<Arachnothryx leucophylla>;<Pseuderanthemum carruthersii>,"db8572f9d786315b11f72681a266f030,58af0fc68da96228e9752223ae3513db,3dc80e69f3d429031b6bea465208889d,8d203ed925d7f73fdeb7fbc85be9728c,80f19ae0199fd54e2a0d0fd7f1ea45c7,e723510f0ec094c5ae57149c7e7d0e80"
E0587,S0444,Fig. Not to be confused with the fruit known as <du'ga>.,"El higo, a no confundirse con al fruto que se conoce como <du'ga>.","Cuananaxhidi' xti' dxuni, naguga ladini, ne nayu'la'ni, xpeelani zeda gacaga casi du'ga'. Nabé nanaxhini, racani dxiña.",,
E1087,S0445,"Abundant tree that reaches a height of 6 meters. It produces sprigs of small yellow flowers and a green fruit. Those who know the tree describe three species with this name, all found in the hills of La Ventosa. The only one documented in this dictionary is <Pleradenophora tikalana> of the Euphorbiaceae family. These trees are highly toxic and cause allergic reactions that may be severe for some people.",Árbol abundante que alcanza una altura de 6 metros. Sus flores son pequeñas y amarillas dispuestas en espigas. Los frutos son verdes. Los conocedores describen tres especies de árboles que se encuentran en los cerros de La Ventosa y se pueden designar con este nombre aunque en este diccionario sólo se tiene documentación de <Pleradenophora tikalana> de la familia Euphorbiaceae. Estos árboles son altamente tóxicos y causan reacciones alérgicas que pueden llegar a ser severas en algunas personas.,"Yagadi' risooni bia' xhoopa metru, ne cadi tobisi luni, nuu bia' chonna luni. Tobini la naquichi' bandadi' xtí'; xtobini la sica ladi biadxi laa; ne nuu xtobini la nandì' ti'xhi' ne ca xpandagani má naro'baca', ridi'di huiinicani lu bandaga biadxi. Nuu binni nadá ladi que zanda tidi' cue'ni, maca zendisani gui'dxu ladi. Ni naquichica ne xtobi ni nagu ladi nga ca ni runiná binni. Napacani niidxi.",<Pleradenophora tikalana>,"140ea7d02d78b438a0b58f119489f54b,62ba7dc3c96d374456ecf0a099a3480a,cf2df7a832cb81e8e9222c9daf9817bf,6ce44e862312c00e801a52a99af4b821,7a5679588ec03f996bfe870892eaa8b2,32c2ddf78e90949eddacc18add2761d0,9a4dd61c0ba8ecd2e0b186e6ee555b24,9a4dd61c0ba8ecd2e0b186e6ee555b24,612e6b11714bd77ad917cc8c2b29eba5,612e6b11714bd77ad917cc8c2b29eba5,6dc1ae2ba4b9d9004ff7e561a748dc1f,6dc1ae2ba4b9d9004ff7e561a748dc1f,ecf0322e87995d07569e5ddecd039412,ecf0322e87995d07569e5ddecd039412,4402f082426cf2ddcda04c4b4cd92213,4402f082426cf2ddcda04c4b4cd92213,718a55be5a059e007ef78a3da022b5bd,718a55be5a059e007ef78a3da022b5bd,5bc29a8d5077787053968334c150f05c,e6f3660202609c5da969d64f8144e31d"
E0588,S0446,Dill.,El eneldo.,"Guie'di' rinda' naxhini, naguchigani, rutoocabeni luguiaa por manojo. Riguucabeni bido' ne rinécabeni ra yooba'. Zulua'sia' laani nga riquiiñecabe ndaani' xti guidxi para guninécabe guendaró ne para guécabe, purti nácabe rusiandani ora ruzeeque' ndaani' binni.",,
E0589,S0447,The tip of a leaf.,La punta de una hoja.,"Ra ruzulu ti bandaga rabiduni, xa'na' bandaga ne ra riluxeni la? Ique bandaga.",,
E1225,S0448,The top part of the crown of a tree.,La parte alta de la copa de un árbol.,Sicari' rabidu ra má nasoo ti yaga,,
E0590,S0449,"The very top of a plant, including trees.","Punta de una planta, incluyendo árboles.",Sicari' rabidu guirá' ca ná' yaga ra nasoo.,,
E0593,S0450,"This term is used to refer to at least two species of plants with shrub or tree-like properties that reach a height of up to 2 meters. Both are commonly found in homes. One of these species is <Jasminum laurifolium>, of the Oleaceae family, known in Spanish as <jazmín>. The flowers of this species are white and very aromatic, and they are used in Lent celebrations. The second species belongs to the genus <Vinca>, of the Apocynaceae family. This is a non-aromatic variety known in Spanish as <jazmín japonés> meaning 'Japanese jasmine'.",Con este término se denomina a por lo menos tres especies de plantas con hábitos arbustivos y arbóreos. Se cultivan como plantas de ornato y es común encontrarlas en las casas. Dos de estas especies pertenecen al género <Jasminum> de la familia Oleaceae que se conoce en castellano como jazmín. Las flores de estas especies son blancas y muy aromáticas. Se utilizan en celebraciones durante la Cuaresma. Otra especie pertenece al género <Tabernamontana> de la familia Apocynaceae. Ésta se conoce como en castellano como jazmín japonés y no es aromática.,"Nuu chupa yagadi'. Tobini la ti luba' laa, rudiini ti guie' naquichi' nabé rinda' naxhi riele' lu nabaana. Binni napani ra lidxi la rixuubani dxi ma zedayubadxi nabaana, rusinguayacabeni, rusipiirucabeni, nin ti bandaga que rusaanacabeni ne rigaacabeni xtale nisa guirá ca siadó' ti gusieleni xtale guie', bia'si dxi randa nabaana ro' la ma nazeni guie'. Ridooni luguiaa, yaga bidxichini ná binni. Nuu xtobini la rabicabe laa 'jazmin japonés', que rinda' naxhini, nacani ti yaga bandaga risoo bia' chupa metru, laaca riquiiñe binnini, riguuni xpido' ne rineni ra yooba' casi xti jazminque. Nabé nuucani ndaani' guidxi.",<Jasminum laurifolium>;<Jasminum sambac>;<Tabernaemontana divaricata>,"f2e9213b3e2dfeb1343e8c60382d9989,d0f60e3ef106778b1766631a3e028839,3e43e2f7cb706c77252614b7696b7bb6,8c6c4449743d00d6aa478d5f06d89d69,1b0a4a379932f9dd8ba8603985092227,aa966970a207c48c51391406ccb143ef,070ec3c91139833aa65127b33ccc22b2,8e8f5a7008951d361d27b54f26a0b291,0ea1b111d19751a7dc480e328d6701fc,32857692e95eb911c7c160243ff390b1,9550bc3d26c9db0b91b06992c03845af,ec18d771fc6975d75be3dc74d873cdcd,09e573db7467fbb871a6254257a998df,ca00d1f0982d57f12066218616ac0ab6,2b82a21a04a2547b140e5d83c38dfb2b,f98da57782b892b2891b81df87eddf17,e75a1a8ad7451aeff72bf13c42be40f8,1301f188c49ae50b82924ab46d5c76b4,b73f439a22ceb752999f520a65311062,d469c392a3401f11acfc92c0f59ae18c,69d6448e0034cb80633b4cd9781c712a,d717e5cbd3633063b5ce1134f78fde78,50205f25fee41290e91faaf95f3f3262,9b912ef9001dff616c774557df2d2d93,255aad84b45efc3f4a4018c805f843ac"
E0603,S0451,Abundant woody vine with white flowers and brown fruit. It provides plentiful shade where it grows.,"Bejuco abundante de la especie <Turbina corymbosa>, presenta flores blancas en forma de campana y frutos secos de color café al madurar. El crecimiento de este bejuco proporciona buena sombra.","Nacani ti luba' rudiini baca'nda', ribeeni ti guie' naquichi' ne ti xca nayu. Nuuni ndaani' gui'xhi'.",<Ipomoea>;<Turbina corymbosa>,"6698b805daa337cd1f0b36e9af5247e3,b53ef024563f00b059775323d25f782f,db2b47c562b959ed548a3969a63b4a83,e79e85ae039bffb608978ddecc6a8e95,0e08edc9908c02b7a0d224a8abdf8456,274fda0ec05a8a361d5d1f85171eec7e,7916b9e156c805ad8e98f4924a4b2b40,d32c864d948eaeb8a79572bde261b276"
E1098,S0452,"Name for the species <Cynometra oaxacana>, an abundant tree with a broad crown that reaches a height of 12 meters. Its fruit is brown and has a single seed inside.","Se nombran así a los árboles de la especie <Cynometra oaxacana>. Árbol abundante que alcanza una altura de 12 metros, presenta copa ancha. Sus frutos son de color café con una sola semilla.","Nacani ti yaga risooni bia' chiibichupametru, ribeeni ti xca nayu. Nazéni ndaani gui'xhi'.",<Cynometra oaxacana>,"857bc967671037702bb300b380e5dd1f,4331bd8aa85c2800dd5032c5d110f129,cccf893e3dd247170e80b24c765385eb,7c67e50776f65dc14b4c1ec4b67afbda,314360285e6d54060cf76077524f6896"
E0514,S0453,"The term <la bere'> refers to at least two different species of the <Cordia> genus. The name <la bere'> is used in La Ventosa, but other variants are used in other parts of the Isthmus of Tehuantepec. In Juchitán, for example, the name <gulabere'> is used. The name <guiabere'> has also been documented, although modern Isthmus Zapotec speakers in La Ventosa do not recognize this name. In his <Guía Gráfico-Fonémica para la Escritura y Lectura del Zapoteco>, Eustaquio Jiménez Girón suggests the name <goole bere'>, but again, this name is not recognized in La Ventosa. The <la bere'> is a somewhat scarce tree with white flowers that can reach a height of 10 meters. The fruit of the <Cordia dentata> grows in clusters and resembles a small, transparent grape. This fruit contains a gummy substance that is used as a natural glue. Children used to use the substance to build paper airplanes or for schoolwork. In the case of the <Cordia seleriana>, the fruit is larger and those familiar with it state that it is not sticky. The wood of these trees is used to make handles for shovels and pickaxes. Because the wood is lightweight, it is also used to make shovels for transporting corn. The tree is considered to have medicinal properties for treating puffy eyes.","El gomero o palo de goma. Con el nombre <la bere'> se denomina a por lo menos dos especies de árboles del género <Cordia>. El nombre <la bere'> se utiliza en La Ventosa pero existen variantes del nombre en otras regiones del Istmo de Tehuantepec. Por ejemplo, en Juchitán se utiliza el nombre <gulabere'>. También se ha documentado el nombre de <guiabere'> aunque hablantes contemporáneos del zapoteco del Istmo en La Ventosa no reconocen este nombre. Eustaquio Jiménez Girón en su <Guía Gráfico-Fonémica para la Escritura y Lectura del Zapoteco> sugiere el nombre de <goole bere'> pero como en el caso anterior, este nombre no se conoce en La Ventosa. Los árboles en cuestión pueden alcanzar una altura de 10 metros y son un tanto escasos. Sus flores son blancas. Los frutos de <Cordia dentata> se desarrollan en racimos y se asemejan a uvas pequeñas y transparentes. Los frutos contienen una goma natural que se utilizaba como pegamento para construir avioncitos de papel o para hacer trabajos escolares. En el caso de <Cordia seleriana> los frutos son más grandes y amarillos y algunos conocedores afirman que no son pegajosos. La madera de estos árboles se utiliza para la fabricación de mangos de talachos y de palas. También se usa para hacer palas para mover el maíz pues la madera es ligera. Se considera que estos árboles tienen propiedades medicinales contra la carnosidad de los ojos.","Yagadi' láni la bere' ne gulabere', risooni bia' chii metru, ribeeni ti guie' naguchi, rudiini ti xcá naquichi' nanisa, zeda gacaga casi ti uva ne laaca rica be'zani. Xcadi' naroonde, dxique binni biquiiñeni para guquiidica' xiixa ne ca xcuidi biquiiñecani dxi má cuza'ca biguidigui'chi ni rusipapaca'. Nuu chupa luni, tobini la rabicabe laa gulabere' guie ne rócabeni, xtobini la gulaberesi xiaa que ródicabeni. Ná ta Eustaquio cadi láni 'gulabere', laani láni 'goole bere' ti rului'ni goole xti dxita bere. Nuu tu ná rusiáni beela lu binni, rigaani lu. Yaga gui'xhi'di' nabé runicabeni ná' talachu ne pala ne laaca riquiiñecabeni para gudxieecabe xuba' ti nabé nasisini ne randa rireexcuini. Ma huaxie' rihuinnini.",<Cordia dentata>;<Cordia seleriana>;<Sesbania herbacea>,"e80061af3a0b0cdbf78bfa50bcd6a418,8538790a27734851e24c07937f7f16a4,67c2ec5098e363e48d2fb9751b1ad715,5b2cc3e0d68e1f11f67c502b5ce30c39,74b8b1149fb42ae8a746eb1baa027fcb,e0c3c43f17d62691f2c1b3b43fedbff4,d32cbe411d89f5a98fa2625b91d760a5,355861b1cee90615493dc368de9f640c,581fb5835d15d2101f76958bf38cc9e1,5aa0d62bdc8c79ee65d2f80e3a1b3337,4e7e65386f2e72e722f71c253e8a2d7d,ad219fb2c53d048b9c1f2b8a16e39a89,7ee8220bbb7f65724fe44ae46ab0a04f,16b95f6e317a55906a90b4ac8ec1fe7d,1f0d3e87ad0643398dc093b324d9c0e1,f822029189b3b99d35b8a0e5119c0947,abc959a08dd1b8d710734d92462b583d,f37f25bb669e01a74d12a958e44ad75f"
E0605,S0454,"Some experts use this name to refer with greater precision to the species <Cordia> aff. <seleriana>, which others group under the term <la bere'>. Similarly, it is noted by some experts that the <la bere' guie> does not have sticky fruits like those of the <la bere'>.","Algunos conocedores utilizan este nombre para denominar con mayor precisión a la especie <Cordia> aff. <seleriana> que otros agrupan bajo el nombre <la bere'>. De igual manera, algunos conocedores también especifican que <la bere' guie> no tiene frutos pegajosos como los de <la bere'>.","Ndaani' Guidxiguie' yagadi' rabicabeni gulabere'. Ne nuu chupani, tobini la? Rabicabe gulabere', rudii ti xca nabé naroonde, riquiiñe' ca xcuidini para guquiidica' papilote (gui'chi' xiguidi') xtica'. Ne xtobini la? Rabicabe laa gulabere' guie, ne laaca rudiini ti xca ni ró binni. Nabé rinda' naxhini.",<Cordia seleriana>,"ebf2abf94ff5ad8ff4b2e922049b3c2b,121f966db6e36bc3e0d331bd47cbdd8d,9bfea99fa6e57a4054b6127ea30ed80b,f97878adac1ca0df9565265ccf4eb807,fbd8b6242d4480f91cc2fa4b9d3f1c24,c896f76a21af729946c35499093a9407,36fbb34ac95e9b831021dd1a944e97a4,b38c44695404c5f13c4c112ef2f4a5d4,bfb2b3bdbc1f5e15ec549cb4e4f4d123"
E0606,S0455,"The term <la gu'> is used to refer to at least two species of the Solanaceae family: <Solanum glaucescens> and <Solanum wendlandii>, both scarce woody vines with thorns. <Solanum glaucescens> produces a yellow flower that appears during the rainy season, while <Solanum wendlandii> produces a spherical fruit that is orange or red. The fruits of these vines were once used in the preparation of a type of guacamole. This culinary practice ceased several decades ago, so these days few people are familiar with it.",El nombre de <la gu> denomina a por lo menos dos especies de la familia Solanaceae: <Solanum glaucescens> y <Solanum wendlandii>. Ambos son bejucos espinosos escasos. La flor de <Solanum glaucescens> es amarilla y florece en tiempo de lluvia. El fruto de <Solanum wendlandii> es esférico y de color anaranjado o rojo. El fruto de estos bejucos se solía utilizar en la preparación de un tipo de guacamole. Esta práctica culinaria cesó hace ya varias décadas por lo que pocos conocedores contemporáneos la conocen.,Laani nga ti luba' ma' huaxie'si rihuinni. Napani ti xca nalolo naxiñá'. Dxique binni biquiiñeni binineni ti nisa guiiña' bichooxhe. Ribeeni ti guie' naguchi riele' lu xhi gusiguie.,<Solanum glaucescens>;<Solanum wendlandii>,"e98f70a58724cbb7d24a341e34527e99,da8971cb5d4668d7d88f5bda091045ae,e3bdf8c6489749e5fd959501c59ad5ad,84e8aac2d74f33b65c1d2a1bcaaa0e0d,e5e66f4367d2d119cedad06f9df0150f,36ec1905d49dbb19609c6804260ee590,9bab2fb29cb15a6b9bd53475556930d8,549b6d0268f838ccd1056a8e9c20977c"
E1190,S0456,"Name for the species <Leucaena leucocephala> of the Fabaceae family, an abundant tree that reaches a height of 5 meters. Its flowers have white or cream-colored stamens distributed in a spherical shape. Its fruits are long, green pods. In Oaxaca City, the fruit is prepared with eggs and eaten.","Se nombra así a la especie <Leucaena leucocephala> de la familia Fabaceae. Árbol abundante que alcanza una altura de 5 metros. Sus flores de estambres blancos o color crema, se disponen en forma de esfera. Sus frutos son vainas largas de color verde. En la Ciudad de Oaxaca, los frutos se comen preparados con huevo.","Yagadi' risooni bia' gaayu metru, rudiini ti guie' naquichi' ne ti xca nabichuga, nayu'la'ga, zedagacagani casi xpichuga Guichahuela, xisi la laani má nabiuxeni. Ca binni Lula' róni, ruguuchacabeni dxita. Nuu tu ná la laani nga xcuana' biduyu, pa gó miati'ni siado' ora ca'ru gó ti ndaa gueta la susiani laa. Lu diidxazá la láni: la'.",<Leucaena leucocephala>,"ee938f437815ed6194e97c534718e26a,3f0dba6948bc2fd4c7fb41e4141d2d47,55c3f4fa7fcbad6004582c193c499cb5,d6370ccb91855beb37abbe3a1ecee90b,2e0eb6aa27cfc57c2660fe4f4267d3e2,34e91238a21d9d0530b83d906cdf23f7,1c5a74b305b8d295bd4fb348a3ac7cae,ae9269ed4374e63038ec350d86184070,3e8414117cbd369e377cb2ecf0b55a44,3918d30a1c680c2cb317c044b239b18e,0389be7cbcd30b96237d7b133ab3ca02,44432284bd9cbfee792006d398085e14,694382d379eaf5501a16cb2c01229bd0"
E0613,S0457,"Pulp or interior of a fruit or hard seed such as the inside of an almond, coyol fruit, or coconut.","Pulpa de una fruta o el interior de una semilla dura como en el caso de la almendra, el coyol y el coco.","Sicari' rabicabe beela xti' ti cuananaxhi ni nuu ndaani' ti biidxi' naguidxi, casi biziaaxtia, bigaraagu' ne coco.",,
E1250,S0458,The inside of a sugarcane stalk.,El interior de una caña.,Sicari' rabicabe ndaani' nite,,
E0615,S0459,The center of a flower.,El corazón de una flor.,Sicari' rabicabe ndaani' ti guie'.,,
E0616,S0460,Heartwood.,La médula de los árboles.,Sicari' rabicabe ndaani' ti yaga ra má naguidxi.,,
E0620,S0461,"Name for two species of the genus <Marsdenia> (Apocynaceae). These are abundant herbaceous vines with white or cream-colored flowers and green fruit. They exude a milky, white latex. The fruit is known as <xhidxi huada'>, which can be translated as 'breast of a foreign woman'. It is said to have curative properties to treat inflammation of the abdomen. When used for this purpose it is boiled and cooled to room temperature then drunk or used as an enema.","Así se denomina a dos especies del género <Marsdenia> (Apocynaceae). Se trata de un bejuco herbáceo abundante que presenta un exudado blanco lechoso (látex), flores blancas o color crema y frutos verdes. Al fruto se le conoce como <xhidxi huada'> que se traduce como 'seno de mujer extranjera'. A este bejuco se le atribuyen propiedades curativas contra la inflamación abdominal. Para tratarla se hierve y se toma como agua de tiempo o se hace en lavativa.","Laani nga ti luba', racani la'paguie', rudiini ti guie' nayu, naquichi' ne naguchiga. Ribeeni ti biidxi rábicabeni 'xhidxi huada''. Luba'di' rusiandani guí guiaba ladxidó' binni. Ra'guini ne re' binnini casi nisa ne zanda guicaacabeni cuaana'. Luba'di' ribeeni guie' ra ziguzulu gusiba ne ra ziluxeni la rudiini xca. Napani niidxi. Nabé nuuni ndaani' gui'xhi'.",<Marsdenia astephanoides>;<Marsdenia coulteri>,"325e6cadf8e331c55946aa69b81293b4,e9273b3250d6f9a1bec09d2f81f95b65,e37c2c98794d7e02b1e8de8f514db4da,96be6059bed5f7545a29c35f97cab059,8186d65b66466f47c3a01e77c89a0ed5,f04f80536163ab65db468244538fe41a,0f6e61bb7ca42fa9bbec58952660c996"
E0622,S0462,Crown of thorns worn by Jesus Christ.,Corona de espinas con la que coronaron a Jesús.,"Nacani ti yaga guichi, nácabe rusiandani guí.",,
E0623,S0463,Liana. Strip of bark or fiber extracted from vines and other plants such as bananas that can be used for cordage.,Liana. Hebra que se extrae de los bejucos y otras plantas como el plátano. Estas hebras sirven para hacer distintos tipos de amarres y cordeles.,"Nacani ti doo luxu ni rindadicabe lu luba', pacaa lu yaga, casixa yaga biduaa', doo luxudi' riquiiñecabeni para guiliibi guetaguu; ne ora rindadicabeni lu xti' luba' má naguidxini la? runicabeni doo.",,
E0624,S0464,Plant with leaves in the shape of a hen's crest. It grows in ponds and its reeds can be used to make fireworks.,Planta que presenta hojas que tienen la forma de una cresta de gallina. Crece en las lagunas y su carrizo se puede usar en la fabricación de cohetes en vez de usar <gueere'>.,Yagadi'  rigaani ra nuu nisa; rudiini caadxi bandaga rului' xcuixhi' bere. Ne zanda guiquiiñe' gueere' xtini para chá' guereguí.,,
E0625,S0465,Fiber extracted from bananas that is used for tying tamales.,Hebra que se extrae del plátano. Se utiliza para amarrar los tamales.,La'sa'di' riquiiñecabeni para guiliibi guetagu.,,
E0626,S0466,"This term is used to refer to at least two species of trees with very resistant bark. The first is <Bucida macrostachya> of the Combretaceae family, an abundant tree that reaches a height of 10 meters. It has green and brown fruit. The second belongs to the genus <Coursetia> of the Fabaceae family and reaches a height of 8 meters.","Con este término se designa a por lo menos dos especies de árboles cuya corteza es muy resistente. La primera es <Bucida macrostachya> de la familia Combretaceae, árbol abundante que alcanza una altura de 10 metros y cuyos frutos son de color verde con café. La segunda pertenece al género <Coursetia> de la familia Fabaceae y alcanza una altura de 8 metros.","Laani nga ti yaga risoo bia' chii metru, rudiini ti xca naga' nayu ne nabé naguidxi xpandadini. Nuuruni ndaani gui'xhi'.",<Bucida macrostachya>;<Coursetia>,"e193768f6540154793769273d6ae47f9,4bae36a0147c2694a413be055672d88e,3a07cca6634308e69d2afdacf039247d,4959ef5d58ff73dee393d6d459c989fe,6d5a0a76aefd1597084a2edf3f1fe1f0,cd26fce79595fbb7d21d8a6c5e3c3e6c,d8e1a2f09d21f568e947cc0aa5daeb68,4958ed53648e7f47d5c823ac0e56ec29,19e18a57c64993f1f57ea95b98793130"
E0627,S0467,"This term is used to refer to at least six species of herbs that grow near rivers. In the past, they were believed to have medicinal properties to treat inflammation and congestion. <Melochia tomentosa> and <Melochia pyramidata>, both of the Sterculiaceae family, are abundant herbs with purple flowers that reach a height of 1 meter. <Melochia tomentosa> is also known as <la'sa yu moradu>. The name <la'sa yu> also refers to species of the genus <Corchorus> of the Tiliaceae family. These reach a height of 30 centimeters or more and produce yellow flowers and green or reddish fruit. <Turnera ulmifolia> of the Turneraceae family is scarce and reaches a height of 40 centimeters. It produces yellowish-white flowers and a small, green, egg-shaped fruit. Lastly, this term also applies to a scarce species of the genus <Ditaxis> of the Euphorbiaceae family that reaches a height of 30 centimeters and produces white flowers and green fruit.","El malvavisco. Con este término se designa a por lo menos seis especies de hierbas que crecen cerca de los ríos. Se reporta que anteriormente se les atribuían propiedades curativas en contra de la inflamación y la constipación. <Melochia tomentosa> y <Melochia pyramidata> de la familia Sterculiaceae, son hierbas abundantes de flores moradas que alcanzan una altura de 1 metro. A la primera también se le conoce como <la'sa yu moradu>. Las especies del género <Corchorus> de la familia Tiliaceae alcanzan una altura de 30 centímetros o más, sus flores son amarillas y los frutos verdes a rojizos, alargados como un cilindro con costillas de 3 cm. <Turnera ulmifolia> de la familia Turneraceae se encuentra de manera escasa, alcanza una altura de 40 centímetros, produces flores de color blanco-amarillentas y frutos verdes pequeños, con forma de huevo. Finalmente, este nombre también se aplica a una especie del género <Ditaxis>	 de la familia Euphorbiaceae que se encuentra de manera escasa, alcanza una altura de 30 centímetros y produce flores blancas y frutos verdes.","Laani nga ti guixi bandaga risoo bia chupalategande centimetru, rudiini ti guie' naquichi' la o naguchiga o nagu. Napani ti xca naga' la o nayu. Guirasi cue' yoo malasi rindanini. Nuu binni ná nabé güe'cabeni dxique, rindeteni guí.",<Corchorus aestuans>;<Corchorus trilocularis>;<Ditaxis manzanilloana>;<Melochia pyramidata>;<Melochia tomentosa>;<Turnera ulmifolia>,"ed930f67446fe5f3bfe9e529d9c6d758,b34c03833a2d72c6cfdb4021ed6c08e4,ad35840e506d31232d978bd009a98b83,412ebcbe80c30e2907a58248340c90ed,43110adbb7a614c270a5433300a6ec14,6eafb170f6f1c8942c596b6115b852f5,7748b1d4a4b8cfe8e6934579b2aa2047,41e2737f640eb14bace2e8fd7cb7c026,880ed6df480a0f0e6432b7d47a94a1f7,2508d014e1d519c7bc7551ab405c315e,c11a54bbd1b101443de2aded3e9133e7,943b1d6217f71ce2511c0130f06754ce,b93fe8241ff38516c902df2733f4788d,8d0b8d8205154ded31d12cc6e4583d37,ef00c91537dec57242c7632be34724e9,b4f2460c35db9780ff2770245655d952,2f26fd53a9078eb7dbf086802f0c97bf,4cfd47ae2c0a71accac6d4690efb1e04,684f27517aac12599aa642b3e5a17f74,088f153f3099579947cf1e4f41a7962b,c6659629d308a43649ef5a34804dc3be,32fab85bfcc2867bddc9959154764a4d,ec8a213a3cacba4fcf077ffc11d4700f,49906205db1098ede180d1776ed35a9c,0b0027cae2a0f58a654a58a27a645d52,5b6ad861ed459cfe49124f789666c963,3b8a72b29a468e93641b044933458f2a,c7cf98308efa47f8a5b863d196efe60c,d2ada62482968aaacd8e62b16c360873,4dfa535b973ecb7a2d45378b6f75c3fa,03168c6192e02c0f7a2a2e154b0224a9,e180dd7c6273a7ff363cc64836228b17"
E0628,S0468,Wild type of plant associated with other flowering plants known as <malvavisco>.,El malvavisco de cerro.,"Guixi huiinidi' rindanini ndaani' gui'xhi', rului'ni lasayu.",,
E0631,S0469,"This term is used to refer to at least two species believed to have medicinal properties to treat measles and chickenpox. The first is <Sida acuta>, of the Malvaceae family, an abundant herb that reaches a height of 50 centimeters and produces yellowish-white flowers and fruit that turns brown as it matures. The second is <Melochia tomentosa>, of the Sterculiaceae family, an abundant shrub that is one meter tall with purple flowers and green fruit. This species is also known simply as <la'sa yu>.","Con este término se designa a por lo menos dos especies a las cuales se les atribuyen propiedades medicinales contra el sarampión y la varicela. La primera es <Sida acuta> de la familia Malvaceae, hierba abundante que alcanza una altura de 50 centímetros y produce flores blanco-amarillentas y frutos color café al madurar. La segunda es <Melochia tomentosa> de la familia Sterculiaceae, un arbusto abundante de un metro, de flores moradas y frutos verdes. A ésta última también se le conoce simplemente como <la'sa yu>.","Laani nga ti guixi bandaga risoo bia' ti metru ne gande centimetru. Rudiini ti guie' naquichi', pacaa naguchiga, pacaa nagu. Ne napani ti xca nayu, pacaa naga' nagu, pacaa naga'si. Xcuni rigaache, razene binni napa gui'dxu xooni casi sarampión ne varicela.",<Melochia tomentosa>;<Sida acuta>,"7325aac20e5c3bacba930f079d9338fb,a0b7d576cb83e2737579b3fd855eb157,ec644472d12d812da4c9c40abcfff4c0,e9c363ba1cbf45de8ef3f5b19a9ce824,b24aa765c52b94c67e0a0033e71ff68d,c365e4f782134f76bcfb06e27ba8d28e,a25e0f3e9c9e620b801e2c4669bdd10d,bfab6818bf618ae2e5d59ce9a624945b,123186bf111510848c4caf21b00cac0a,db77b690cb309d7469a6d9930cae5f03"
E0629,S0470,"Name used to refer to <Waltheria indica>, a scarce herb that reaches a height of 40 centimeters. It produces fuzzy yellow flowers that grow in tight bunches and a very small green fruit. Small hairs are found on the stem and leaves.","La malva. Con este nombre se conoce a <Waltheria indica>, hierba escasa que alcanza una altura de 40 centímetros. Sus tallos y hojas presentan pelos. Produce flores amarillas en racimos muy apretados y peludos. Los frutos son verdes muy pequeños.","Laani nga ti guixi bandaga risoo bia' chupalategande centimetru, rudiini ti guie' naguchi ne ti xca naga'. Ma huaxie'si rihuinnini.",<Waltheria indica>,
