ExampleID,Senses,ZapPDLMAText,ZapAPText,SpaText,EngText,Audio,Sources
EX0110,S0525,,"este yaga ca la? ribeeni ti clase guie', sicarú rihuinnini ne este guie' stìni ca la? pues color rosaduga, violatega rihuinnini este pues yaga ca la? qui riquiiñedini para gasti', yaga roo rácani, es, yaga rábicabeni, yaga muxe rábicabeni purti cadi naguidxini","este ese árbol da un tipo de flor que se ve muy bonito, su flor pues es de color medio rosado, medio violeta este pues ese árbol no se usa para nada, se hace un árbol grande, le dicen árbol homosexual porque no es macizo","uh, this tree, it puts out a type of flower which looks pretty, and its flowers, well, they are pink, they look purple and, well, this tree, it is not used for anything, it is a large tree, it is called the gay tree because it is not solid",eafee0780dcec288d50051c1f813e9bd,
EX0111,S0537,,"nanchi chaahui ca la? nambooloni la?, rinda'naxhini peru jmá rinda'naxhi nachi biuxhi que laani guie' nanchi la? este rácani color este naxiñà huiini la? naguchi ruchaani de color ne ora ma zeda ndeeni este nanchi huiini ca la? má chi usábani ca guie' huiini ca la? má guiaana ca bola huiini","el nanche cultivado es grueso y grande, huele rico, pero huele más rico el nanche silvestre el color de la flor de nanche es de color rojito, amarillo cambia de color y cuando va sacando el nanche, se caen las flores y sólo quedan las bolitas","the edible nanchi is large, it smells good although the wild nanchi smells even better the nanchi flower is a little red in color, yellow it changes color and when it is going to produce its little fruits, the little flowers fall off and only the little balls remain",aa94960f65bcb99cd986092b723fd18b,
EX0112,S0538,,"nanchi guiixhi la? nuuni lu llano, peru jmá nanixeni la? que nanchi chaahui, nabiúxeni peru jmá nanixeni","nanche de monte se encuentra en el llano, pero es más sabroso que el nanche comestible, es pequeño pero más sabroso","the wild nanchi is found on the plains, but it is more savory than the cultivated nanchi, it is small but it tastes better",24148d90c4e35517df0f082bbfce8ec1,
EX0113,S0542,"ma*ngu rru zaa*","màngu ru zaà","mango cuando ya está sazón","green mango",,RGL03;RLC09
EX0114,S0544,"ti+ yaga zha!da wiini","ti yaga xáda huiini’","una ramada chiquita de palo","a small bower",,RLC10
EX0115,S0544,"yaga (na-)zha!da","yaga (na)xáda","árbol frondoso","a leafy tree",,RGL03;RLC04
EX0116,S0544,"ma*ngu (na-)zha!da","màngu (na)xáda","árbol de mango frondoso","a leafy mango tree",,RGL03;RLC04
EX0117,S0553,"j.niidxi bidxi!7","jniidxi’ bidxí’","la secreción de la piel de un sapo","toad skin secretion",,JLC
EX0118,S0553,"n.apa* +be* ni^idxi*","napàbe niidxi","tiene leche materna","she is lactating",,RLC04
EX0119,S0553,"ki! g.apa* +be* ni^idxi*","quí gapàbe niidxi","no le baja la leche / no tiene leche","she is not able to lactate",,RLC04
EX0120,S0553,"bi-ruu* ni^idxi* x.ti*' +be*","biruù niidxi xtì'be","se le cortó la leche","she abruptly stopped lactating",,RLC04
EX0121,S0553,"pa-ra ma*' ka! +di g.a!pu!7 ni^idxi*","para mà' cádi gápú’ niidxi","para que ya no tengas leche","so that you stop lactating",,RLC04
EX0122,S0572,,"noni la? ti yaga huiini qui rácapeni nasoo la? ne ricá noni luni la?, este nabola la? ne naxhacu huiini ladi riquiiñeni la? para binni napa dxiña, para indeteni dxiña stì binni, ne rácani nisa naga'nda de noni también","el noni es una planta que casi no crece alto y da noni, tiene forma de bola y el cuerpo es áspero se usa para las personas diabéticas, se usa para bajar el nivel de glusosa, también se usa para hacer agua fresca de noni","the noni is a small tree which doesn't grow tall and produces noni (fruit), it is round and the peel is a bit rough it is used for people who have diabetes, to bring people's glucose down, and it can also be made into a fresh noni drink",5a7d670ded76b2f6590c513295a46d6a,
EX0124,S0584,,"paraísu ca la? ti yaga, nápani caadxi bandaga huiini lui' nabé nalase xpandagani la? verde la? ne risooni bia' bia' chii bia' nabé ganaani, peru nápani stale ba, rápani bacaanda, ne ricá ti vaina huiini color verde luni ora nayaa ne ora ma bigüi la? pue raca na, color  color café color gu'xhu ne, nuu binni la? riquiiñeni para para  remedio ne ricá ti guie' guchi huiini luni","el paraíso es una planta, tiene unas hojitas que parecen, son muy delgadas sus hojas, son verdes y  mide diez metros de altura aproximadamente es frondoso, da mucha sombra y da una vainita de color verde cuando está crudo, pero cuando ya está maduro se vuelve de color café, color ahumado y hay personas que lo usan pare remedio y da una flor amarillita","the paraisu is a tree that has small leaves which look, its leaves are very thin, green, and it can be ten meters tall it is leafy, but it gives a lot of shade, and it produces small seed pods, green in color, when they ripen they turn brown, brown in color and there are people who use it as a remedy, and it produces a small yellow flower",c0fb589538b5ead5b817b9a7701c8d26,
EX0125,S0584,,"paraisu la? ti yaga napani caadxi bandaga casi nalase', nagaa ne risooni bia' bia' gaayu gaayu bia' la? ne ridxélani lade guidxi la? ndaani gui'xhi jaa ricá ti guie' guchi huiini luni la? ne nápani semiá stìni la? ti bola huiini verde ne riquiiñecabeni para xixa endahuará","el paraíso es una planta que tiene unas hojas delgadas, verdes, llega a medir cinco metros de altura y se encuentra en el pueblo y en el monte y da una flor amarillita y tiene si semía, una bolita verde y lo usan para alguna enfermedad","the paraisu is a tree that has thin leaves, elongated, green, it can reach up to five, five meters in height, and it is found in town and in the hills and it produces a small yellow flower, and it has seeds that are small, round and green and it is used for various ailments",a832eccdd681f9b2f6ba91214c75593a,
EX0126,S0586,,"parahuita la? guie' huiini de lujusini, para ihuinnisi galan riele guie' luni, irá dxi nápani guie', guie' quichi la? ne rudi'ni guie' morado huiini la? ne rudiini naranjadu","la paragüita es sólo una flor de lujo, sólo para verse florece bonito, todos los días tiene flores, flores blancas y da flores moradas y de color naranja","the parahuita is a flower that is only decorative, for viewing pleasure it blooms beautifully, it has flowers every day, white flowers, and it can produce purple flowers and produce orange ones",1bd2b964e5c95b561834159632ba45b5,
EX0127,S0587,,"pe'pe rácani ti yaga nagaa la? ti yaga naxada ne  bandaga stìni la? redondo ne naverde, naverde yaa ne ricá caadxi cuananaxhi ca pe'pe ca, ora nayaani la? nariinini, nápani ti forma huiini de casi ti, ti forma huiini nápani casi ti ti semiá, ti smiá stìni la? peru ora ma cagüini ca la? ma rimboolo rimboolo bola huiini ca la?, nooni color rosa la? color lila la? ne blancu entonce semiá stìni ca la? nápani casi coco huiini dentro, ridaacabe rócabe la? nápani casi coco huiini dentro guie' stìni ca la? ti guie' huiini naquichi', blancu","el jicaco se una planta fresca, una planta chaparra y sus hojas son redondas y verdes, verde fuerte y da unos frutos, que cuando está tierno tiene forma de una semillita, con la forma, tiene como una, una semilla, su semilla pero cuando ya está madurando, la bolita se hace grande y grueso, los hay de color rosa, color lila y color blanco entonces su semilla es como un coco por dentro, lo partes y lo comen, por dentro es como un coco su flor es una florecita blanca, blanca","the pe'pe' is a green plant, a shrub, and its leaves are round and green, dark green and it produces some fruits, like the pe'pe', when it is green, tender, it has a little bit of the shape of, almost the, the shape a little, like a seed, its seed but when it starts to ripen, it becomes bigger, a bigger sort of ball, there are pink one, lilac color, and white then, its seeds, it has sort of like a coconut inside, they split it and eat it, it has like a little coconut its flowers are little white flowers, white",efbb3e8fe8fbd17b0575495847454aac,
EX0128,S0589,,"pe'pe' rini ca la? laaca ti luba'ni, laaca bandaga stìni ca lui' casi casi chonna choona na' ne cuananaxhi ca la? naxiñà, color xiñà, ti bola huiini xiñà ne la ne na, bandaga ca nabé ruzaani bandaga ca, jmá verdeni ne riquiiñecabeni la? para ora guiaba gui ndaani yaanilu la? ucuiluni la? indaabini la? ne uraayaniluni, uzaayaniluni ne jaa ne ridxelani ratiisi lu ca le' ca, lu uriá dàni ra tiisi ne guie' stìni la? laaca blanco, color ga azul, morado, azul casi ti corona también, igual casi casica luba' pepe dubi ca pero mas que laani cuananaxhi ca la? naxiñàni ne nápani ca semiá huiini ca dentro casi naroonde","el pe'pe' rini también es un bejuco, su hoja parece de tres manos y la fruta es de color rojo, una bolita roja y la hoja brilla mucho, es más verde y se usa para cuando tienes una hinchazón en la garganta, lo pones a hervir, despúes hacer gárgaras y este se encuentra donde sea, en los cercos, en la orilla de los cerros, donde sea y su flor también es blanco, entre azul y morado, también es como una corona, así como el bejuco pe'pe' duubi' sólo que su fruta es roja y tiene las semillas adentro como con baba","the pe'pe' ri'ni' is a vine, its leaves also come sort of in threes, and the fruit is red, reed in color, its a little red ball and the leaves, the leaves are very shinny, greener and they use it when there is inflammation of the throat, (...) it is boiled, (...), you gargle with it and it is found everywhere, on fences, at the edge of the hills, everywhere and its flowers are also white, blueish, purple, blue, [they look] also like a crown, almost like the pe'pe' duubi' vine although its fruit is red, and it has small seeds inside a sort of slime",dff09ab4877efecd1286f5b76561177d,
EX0129,S0590,,"pe'pe' duubi' la? ti luba' huiinini, rudi'nàni layú, riguiibani lu yaga la? ne ca bandaga stìni ca la? chonna, casi chonnani, nápani duubi' huiini luni la? ne color, nápani cuananaxhi huiini stìni ca la? verde ne nuuni ndaani casi ti tela huiini ne ne dentru ca la? nápani biidxi stíni la? casi naroonde ne jaa guie' stìni ca la? color blanco, casi ti corona","el pe'pe' duubi' es un bejuco que se extiende en el suelo, se trepa en árboles y sus hojas parecieran que son trees en uno, tiene una textura aterciopelada, tiene su fruto verde y se encuentra dentro de una telita y dentro tiene su semilla que es como baboso y su flor es blanca como una corona","the pe'pe' duubi' is a little vine, it extends at ground level, it climbs on trees, and its leaves come in threes, sort of in threes, they have a bit of a feathery texture, and in terms of color, it has small fruits that are green, and they are sort of enveloped in a thin cover and in the inside, it has its seeds, sort of viscous and its flowers are white, almost like a crown",5ca6d17670fb25dd9a7dee1294c8c2b2,
EX0130,S0593,,"pichiichi yu la? ti yaga huiini raata layuni, biaani layú la? ne riquiiñecabeni para xtui, re'cabeni ne nuuni ra lidxi Tere Luchu bidxélacabeni ne nuuni ra lidxi Rosa también","pichiinchi yu es una plantita que crece en el suelo, se extiende en el suelo y lo usan para tomarlo cuando les da vergüenza por alguna situación incómoda y se encuentra en la casa de Tere Luchu, ahí lo encontraron y también hay en la casa de Rosa","the pichiinchi yu is a little plant that grows at ground level and extend along the ground, and they use it to treat [the illness associated with] shame, they drink it and there is some in Tere Luchu's house, they found it there there is also some in Rosa's house",609e9773c20cc417b842cb989fd47299,
EX0131,S0599,"g.a* +ni*","gàni","que se madure","let it ripen",,RLC07;GPB11
EX0132,S0599,"r.a kwana=naxi","ra cuananaxhi","se madura la fruta","the fruit ripens",,RLC07;GPB11
EX0133,S0599,"ka-ya! ma*ngu","cayá màngu","se está dando mucho mango; ya está madurando el mango","the mangoes are ripening nicely",,RLC07;GPB11
EX0134,S0599,"nuu* y.a +ni*","nuù yani","se está madurando","it is ripening",,RLC07;GPB11
EX0135,S0600,r.aan+a!7,"raaná’","desmonto/limpio/barbecho el terreno","I deweeding/clean/plow the land",,ND;GPB11
EX0136,S0600,"naa r.aan+a!7 la=yu x.tinn+e!7","naa raaná’ layu xtinné’","yo barbecho mi terreno","I plow my plot of land",,ND;GPB11
EX0137,S0600,"ti*nu r.aana la=yu x.ti*7","tìnu raana’ layu xtì’","Tino limpia su terreno","Tino deweeds his land",,ND;RLC07;GPB11
EX0138,S0600,"r.aana Fa!n la=yu x.ti*7","raana’ Fán layu xtì’","limpia Juan su terreno","John deweeds his land",,RLC07;GPB11
EX0139,S0600,z.aana,"zaana’","desmontará; barbechará","he will deweed/plow (the land)",,ND;GPB11;RLC11
EX0140,S0600,"z.aana ta! be*tu lo!u la=yu bi-ni x.ti*7","zaana’ tá bètu lóu layu bini xtì’","el Sr. Beto Lou barbechará su terreno de cultivo","Mr. Beto Lou will plow his plot of land",,ND;GPB11
EX0141,S0600,z.aan+a!7,"zaaná’","desmontaré; barbecharé","I will deweed/plow (the land)",,ND;GPB11
EX0142,S0600,"naa z.aan+a!7 la=yu bi-ni x.tinn+e!7","naa zaaná’ layu bini xtinné’","yo barbecharé mi terreno de cultivo","I will plow my plot of land",,ND;GPB11
EX0143,S0600,"ma!7 gu.una","má’ guuna’","ya limpió","she already deweeded (the land)",,RLC07;GPB11
EX0144,S0600,"zaa* g.a!7na","zaà gá’na","deja que barbeche","let him deweed (the land)",,RLC07;GPB11
EX0145,S0600,"ka-y.a!ana Ri*lu la=yu x.ti*7","cayáana Rìlu layu xtì’","Rilo está desmontando/barbechando su terreno","Rilo is deweeding/plowing his land",,ND;GPB11
EX0146,S0600,ka-y.a!an+a!7,"cayáaná’","estoy desmontando/barbechando","I am deweeding/plowing (the land)",,ND;GPB11
EX0147,S0601,r.aande,"raande’","se cuece el nixtamal","the corn kernels for tortillas are cooking",,JLC;VC17
EX0148,S0602,"r.aka=ku-ra!r ma*ngu","racacurár màngu","se cura el mango","the mango is cured",,RLC07;GPB11
EX0149,S0602,"r.aka=ku-ra!r ma*ngu","racacurár màngu","hace curado de mango","the mango is cured",,RLC07;GPB11
EX0150,S0603,"(g)i-za!7 (g)u.ka gela x.ti+nne!7","gizá’ guca guela xtinné’","se me dio buen maíz","the corn yield was good",,GPB07;GPB11
EX0151,S0603,"gu.ka gela x.ti!+wu7 la!; gu.ka x.ti+nne!7","guca guela xtíu’ lá; guca xtinné’","¿Se te dio buen maíz?; sí, se me dio bien","did your corn grow abundantly?; Yes it did",,RLC07;GPB11
EX0152,S0604,"gi-za!7 gu.ka niza x.tinne!7","guizá’ guca niza xtinné’","mi maiz creció bien","my corn grew nicely",,RLC07;GPB11
EX0153,S0604,"ke! ny.a*ka +di!7 niza iza +di!7","qué ñàcadí’ niza izadí’","este año no se me dio buen maíz","corn did not grow well this year",,GPB17;VC17
EX0154,S0604,"ki! ny.a*ka +di!7 niza","quí ñàcadí’ niza","no se me dio buen maíz","corn did not grow well",,GPB17;RLC17
EX0155,S0605,"gu.che=x.ki7 bi-chooxe*","guchexqui’ bichooxhe","se destripó el tomate; se aplastó el tomate","the tomatoes got squashed",,JLC;RLC07;GPB11
EX0156,S0605,"gu.che=x.ki7 x.ku-la*7","guchexqui’ xculà’","se reventó su bilis de coraje","he was so angry, his bile rose to his throat",,RLC07;GPB11
EX0157,S0606,z.ache=ndu,zachendu,"brotará/germinará/va a reventar","it will sprout",,ND;RLC07;GPB11
EX0158,S0606,"na!+ be! r.ache=ndu +ni*","nábé rachenduni","brota bastante. ","it sprouts abundantly",,RLC04;GPB11
EX0159,S0606,"r.ache=ndu zhuba!7 pa-ra g.aka!' gela","rachendu xubá’ para gacá' guela","brota la milpita de maíz para tortilla","the corn for tortilla sprouts",,RLC07;GPB11
EX0160,S0606,"gu.che=ndu zhuba!7 x.ti Fa!n","guchendu xubá’ xti Fán","se reventó el maíz de Juan","John's corn has sprouted",,RLC17
EX0161,S0607,"r.alla kwaana=naxi ka* lu^ yaga","rala cuaananaxhi cà lu yaga","esa fruta se sazona en el árbol; se madura la fruta en el palo","that fruit ripens on the tree",,ND;GPB11;RLC11
EX0162,S0607,"zaa* g.a*lla +ni* lu^ yaga","zaà gàlani lu yaga","deja que se madure (la fruta) en el palo","let it ripen on the tree",,RLC07;GPB11
EX0163,S0607,"ma!+ gu.lla","má gula","ya se maduró","it has already ripen",,JLC;GPB11;RLC11
EX0164,S0607,"ma! ka-ya!lla bi-dwaa","má cayála biduaa","se está poniendo sazón el plátano","the bananas are still hard (but in the process of ripening)",,GPB11
EX0165,S0607,"ma!+ ka-ya!lla ke*su","má cayála quèsu","ya se está cuajando el queso (como la leche que está en la tina para hacer queso que está cuajando)","the cheese is already curdling",,RLC07;GPB11
EX0166,S0607,"ka-ya!lla ye*lu","cayála yèlu","ya se está congelando el hielo (ej. cuando pones agua en una bolsa de plástico y en el congelador)","the water is congealing into ice",,GPB11
EX0167,S0607,"ma!+ ka-ya!lla ka7+ genda+ zhu!nu n.apa!7 ra+ lidx+e!7","má cayála ca’ guendaxúnu napá’ ra lidxé’","ya están sazonando las frutas de mamey que tengo en mi casa","the mameys I have at home are hard (but in the process of ripening)",,ND;GPB11
EX0168,S0607,ny.a*lla,"ñàla","se cuajara; se cuajaría; hubiera cuajado; ","had it congealed; it would congeal; had it congealed",,ND;GPB11;RLC11
EX0169,S0607,z.alla,zala,"sazonará; se va a cuajar","it will reach the state prior to ripeness; it will congeal",,ND;RLC11
EX0170,S0607,"z.alla kwaana=naxi ka* lu^ yaga","zala cuaananaxhi cà lu yaga","esa fruta sazonará en el árbol","this fruit will harden for ripening on the tree",,ND;GPB11;RLC11
EX0171,S0607,"r.alla giiba ka lu dxiinya ","rala guiiba’ ca lu dxiiña’ ","ese metal se templa con el trabajo","this metal tempers over the course of being used",,ND
EX0172,S0607,z.alla,zala,"se templará","it will temper",,ND
EX0173,S0607,"z.alla giiba ka lu gi ","zala guiiba’ ca lu gui ","ese metal se templará en el fuego","that piece of metal will temper in the fire",,ND
EX0174,S0607,ka-ya!lla,"cayála","se está templando","it is tempering",,ND
EX0175,S0607,"ma7 ka-ya!lla ka yuze-do7 x.tinne7 lu dxiinya","ma’ cayála ca yuzedo’ xtinne’ lu dxiiña’","mis bueyes ya se están templando en el trabajo","now that the oxen are working, they are becoming tame",,ND
EX0176,S0608,"ke! ny.a*lla=zee +di!7 kwaana=naxi","qué ñàlazeedí’ cuaana’naxhi","no se sazonó la fruta","the fruit did not ripen",,VC17
EX0177,S0610,"r.axa Fa!n de+ x.ku ka7+ bi-zaa +ke*","raxha Fán de xcu ca’ bizaaque","Juan arranca las plantas de frijol desde la raíz","John pulls out the bean plants along with their roots",,JLC;GPB11;RLC11
EX0178,S0610,"de+ x.ku ka7+ bi-zaa +ke* gu^.xa Fa!n","de xcu ca’ bizaaque guxha Fán","Juan arranca las plantas de frijol desde la raíz","John pulls out the bean plants along with their roots",,JLC;GPB11;RLC11
EX0179,S0610,"gu.xa Fa!n de+ x.ku ka'+ bi-zaa +ke*","guxha Fán de xcu ca’ bizaaque","arrancó Juan las plantitas de frijol de la raíz","John pulls out the bean plants along with their roots",,RLC07;GPB11
EX0180,S0611,"ye! gaana*","yé gaana","fue a limpiar","s/he went to clean (something)",,RLC07
EX0181,S0612,"r.y.aande ","riaande’ ","se cuece","it cooks",,JLC;RLC07
EX0182,S0612,"r.y.aande zhuba!7","riaande’ xubá’","se cuece el maíz de nixtamal","the tortilla corn cooks",,EJG;RLC04
EX0183,S0613,"b.y.aba=beenda lu gela","biababeenda’ lu guela","cayó la plaga en la milpa","a pest infested the corn crop",,RLC07
EX0184,S0614,"b.y.aba bi7xu lu bi-chooxe*","biaba bi’xhu’ lu bichooxhe","le cayó una plaga al tomate","a pest infested the tomato crop",,RLC07
EX0185,S0615,"ma! b.yacha zhuba!7","má biacha xubá’","ya se coció el maiz","the corn is cooked",,RLC07
EX0186,S0616,"ka-y.alle7; ka-y.elle!7","cayale’; cayelé’","está floreando","it is blooming",,ND;RLC09
EX0187,S0617,"ri-bagu Rro*sa ra nyaa x.ti*' bi-xoze","ribagu Ròsa ra ñaa xtì' bixhoze","va Rosa a pepenar a la milpa de su papá","Rosa gleans from her father's corn field",,RLC07
EX0188,S0617,"ri-bagu Rro*sa niza","ribagu Ròsa niza","pepena Rosa mazorca","Rosa gleans corn",,RLC17
EX0189,S0617,"(g)u-l.agu Rro*sa ra nyaa x.ti*' bi-xoze","gulagu Ròsa ra ñaa xtì' bixhoze","va Rosa a pepenar a la milpa de su papá","Rosa will go to glean from his father's corn field",,RLC07
EX0190,S0617,"zaa* kwa*.gu Rro*sa ra nyaa x.ti*' bi-xoze","zaà cuàgu Ròsa ra ñaa xtì' bixhoze","deja que Rosa vaya a pepenar a la milpa de su papá","let Rosa go glean from his father's corn field",,RLC07
EX0191,S0618,"ri-bee* Fa!n biidxi gitu","ribeè Fán biidxi’ guitu","le saca Juan la semilla a la calabaza","John removes the pumpkin seeds",,RLC07
EX0192,S0619,"ri-bee*=bii^tu* gye^7","ribeèbi’itù guie’","sacó hojita la flor","the flower sprouted leaves",,RLC07
EX0193,S0622,"(g)u-lee* +be* x.kwi^ bi-dwaa","(g)uleèbe’ xcui biduaa","peló el plátano","s/he peeled the banana",,RLC07
EX0194,S0625,"ke! ni-ka!=be +di!7 lu +be*","qué nicábedí’ lube","no se le hicieron cataratas","s/he did not develop cataracts",,VC17
EX0195,S0625,"(g)u-kwa be xaba Fa!n na-dxe7 nuu*","gucua be xhaba Fán nadxe’ nuù","se enmoheció la ropa de Juan por estar mojada","John's clothes got moldy because they were wet",,RLC07;RLC17
EX0196,S0626,"(g)u-kwa bi7xu zha-ndye!","gucua bi’xhu’ xandié","se le hicieron granos a la sandía","the surface of the watermelon is misshapen",,RLC07
EX0197,S0627,"ri-ka gye7 tiiki*","rica guie’ tiiqui","florece la clavelina","the <Pseudobombax ellipticum> blooms",,RLC17
EX0198,S0627,"ka* gye^7 lu yaga","cà guie’ lu yaga","florece el árbol","the tree blooms",,RLC07
EX0199,S0627,"naze* gye^7 lu yaga","nazè guie’ lu yaga","se llenó de flores el árbol","the tree is covered in flowers",,RLC07
EX0200,S0627,"ira*' iza ri-ka gye7 lu yaga","irà' iza rica guie’ lu yaga","cada año florea el árbol","the tree blooms every year",,RLC07
EX0201,S0628,"ri-ka yu +ni*","rica yuni","le echan tierra (a la milpa para que esté bien derecha)","soil is added (to the corn stalks to prop them up better)",,RLC07
EX0202,S0628,"ri-ka yu nyee gela ka*","rica yu ñee guela cà","le echan tierra a la milpa (para que esté bien derecha)","soil is added to the corn stalks (to prop them up better)",,RLC07
EX0203,S0629,"ri-cheza Fa!n la=yu","richeza Fán layu","barbecha Juan la tierra","John plows the land",,RLC07
EX0204,S0629,"ki! ka-che!za +di!7 la=yu","quí cachézadí’ layu","no está barbechando el surco","s/he is not plowing the land",,RLC17
EX0205,S0630,"ri-di7di ya kwaana=naxi","ridi’di’ ya cuaana’naxhi","pasa la cosecha de las frutas","the fruit harvesting time is passing",,RLC17
EX0206,S0631,"ke! ni-dxaa*ga* +di!7 niza","qué nidxaàgadí’ niza","no se compró mazorca por cooperación","there was no collective purchase of corn",,VC17
EX0207,S0632,"riga ba-kwe*lla*","riga bacuèlà","se corta el totomoztle","the corn husks are cut",,RLC10
EX0208,S0632,"nisi* riga nuu* barri*ga","nisì riga nuù barìga","no más vacía está la barriga. (parte de una canción)","the belly is nothing but empty. (song excerpt)",,VC17
EX0209,S0633,"ri-ga7 yaga","riga’ yaga","se pone verde el árbol","the tree is sprouting leaves",,RLC17
EX0210,S0634,"ri-g.i7ba biidxi ma*ngu","rigui’ba’ biidxi’ màngu","se siembra la semilla de mango / se puede sembrar la semilla de mango","mango pits are/can be sown",,RLC17
EX0211,S0635,"k.iche!7=zhiinyi +ni*","quiché’xiiñi’ni","que retoñe","let it sprout again",,RGL03
EX0212,S0635,gu-d.iche=zhiinyi,"gudichexiiñi’","sacó retoño","it sprouted again",,RGL03
EX0213,S0635,"ri-giche=zhiinyi gye7","riguichexiiñi’ guie’","nace otra florecita","a flower sprouted.",,RLC07
EX0214,S0635,"ri-giche=zhiinyi yaga","riguichexiiñi’ yaga","el árbol retoña. ","the tree sprouted a sapling",,RLC07
EX0215,S0635,"ma!' gu-d.iche yaga x.tinne!7","má' gudiche yaga xtinné’","ya sacó retoño mi árbol","the tree has already sprouted sapling",,VC17
EX0216,S0636,"gu-d.iche=x.ki7 Fa!n bi-chooxe*","gudichexqui’ Fán bichooxhe","Juan destripó el tomate","John smashed the tomato",,JLC;GPB11
EX0217,S0637,"ma! (g)u-diibi zhuba!7","má gudiibi’ xubá’","lava el maíz","s/he washes the corn",,RLC07
EX0218,S0637,"ma! (g)u-diibi Ma-rya! zhuba!7","má (g)udiibi’ Mariá xubá’","ya lavó María el maíz","Mary has already washed the corn",,RLC17
EX0219,S0638,"gu-luu Fa!n zhuba!' bi-ni","guluu Fán xubá' bini","sembró maíz Juan","John sowed corn",,JLC
EX0220,S0638,"ka-gu!u Fa!n bi-ni","cagúu Fán bini","está sembrando maíz Juan","John is sowing corn",,RLC07
EX0221,S0638,"zaa* ku!7 bi-ni","zaà cú’ bini","que siembre","let him/her sow",,RLC07
EX0222,S0638,"ma! gu-luu lu bi-ni la!","má guluu lu bini lá","¿Ya sembró?","has s/he sown yet?",,RLC07
EX0223,S0639,"bi-guundu gye7","biguundu’ guie’","se marchitó la flor","the flower wilted",,RLC04;RLC17
EX0224,S0639,"na-be na-guundu ka-yuuya lii","nabe naguundu’ cayuuya’ lii","te estoy viendo muy desganado","you look worn out",,ND
EX0225,S0640,"gu-luu +be* ma*kina lu la=yu x.ti* +be* pa-ra (g)i-ndaa* ti^+ (g)u-kaa +be* bi^-ni","guluube’ màquina lu layu xtìbe para gindaà ti gucaabe’ bini","metió maquina en su terreno para poder sembrar","s/he used machinery on the land in order to sow",,RLC07
EX0226,S0641,"ri-ndadi!7 Fa!n niza","rindadí’ Fán niza","Juan pizca mazorca","John gleans corn",,RLC07
EX0227,S0642,za-ndani,zandani,"va a brotar","it will sprout",,RLC07
EX0228,S0642,"ri-ndani gi7xi","rindani gui’xhi’","le crece monte (ej. a la tierra en descanso)","it is overgrown (ex. a piece of land at rest)",,JLC
EX0229,S0643,"za-bee* ya^ga ka+ mudu*","zabeè yaga ca mudù","el árbol va a a sacar flor","the tree will sprout flowers",,RLC07
EX0230,S0643,"lu ma*yu ri.ree mudu* ka* x.ti*' +ni*","lu màiu riree mudù cà xtì'ni","en mayo salen los botones (de las flores)","it sprouts flower buds in May",,RLC07
EX0231,S0644,"bi-reeche* kwaana=naxi","bireeche cuaana’naxhi","regaron la fruta (para los espectadores de una vela)","they threw fruit (at the spectators of a procession)",,RLC07
EX0232,S0644,"ki! ni-ree*che* +di!7 kwaana=naxi","quí nireèchedí’ cuaana’naxhi","no regaron la fruta (para los espectadores de una vela)","they didn't throw fruit (at the spectators of a procession)",,RLC17
EX0233,S0645,"r.yu7dxu x.kye","riu’dxu’ xquie","se le pudre el pito (por una enfermedad venérea)","his penis rotted (due to a venereal disease)",,RLC07
EX0234,S0645,"binni* yu!7dxu","binnì yú’dxu","gente asquerosa","rotten people",,JLC
EX0235,S0645,"ka-y.u!7dxu7 x.kye","cayú’dxu’ xquie","se le está pudriendo el pene (por una enfermedad venérea)","his penis is rotting (due to a venereal disease)",,JLC
EX0236,S0645,r.yu7dxu,"riu’dxu’","se pudre","it rots",,RLC04
EX0237,S0645,"ka-yu!udxu laya +be*","cayúudxu layabe","se le están pudriendo los dientes","his/her teeth are rotting",,RLC04
EX0238,S0645,"ma*' b.yu^udxu +ni*","mà' biuudxu’ni","ya se pudrió (ej. se hizo negro el diente)","it has already rotted (ex. a tooth has turned black)",,RLC04
EX0239,S0645,ka-yu!udxu,"cayúudxu","se está infectando","it is getting infected",,RLC04
EX0240,S0647,"bi-xii la-yu xti7 Mente","bixhii layu xhti’ Mente","se enmontó el terreno de Mente","Mente's land is overgrown",,ND
EX0241,S0647,ka-xii,caxhii,"está cubriéndose de monte","it is getting overgrown",,ND
EX0242,S0647,za-xii,zaxhii,"se cubrirá de maleza","it will get overgrown",,ND
EX0243,S0648,"ri-zhuuba Fa!n niza","rixuuba’ Fán niza","desgrana Juan la mazorca","John dekernels the corn",,RLC09
EX0244,S0649,,"rosiedá la? ti yaga huiinini, risooni, cadi tan nasoope rácani, nápani guiichi huiini ne ribeeni guie', ti guie' naguchi huiini ne rida'naxhini, de lujusini","el rosieda es un árbol pequeño, llega a medir, no llega a medir tan alto, tiene unas espinitas y da una florecita amarillita y huele rico, es sólo de lujo","el rosieda is a small tree, as for its height it does not get very tall, it has small thorns and it produces flowers, a little yellow flower and it smells nice, it is ornamental",9e4031d9641417f30e50960a937f6f9f,
EX0245,S0655,,"rosa, rosa clavel ca zihuaani la puerta lidxi ta Ernestu ne riquiiñeni para remediu para guiaari guiidxu","la rosa clavel está sembrada en la puerta de la casa de don Ernesto y se utiliza para remedio, para lavar granos","a rosa, rosa clavel stands by the door of Mr. Ernesto's house and it is used as remedy, as a wash for skin rashes",4f2f25827748b1455feae2d5bb67a63f,
